"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'com.banana.solutions.farming.signup.SignupControllerTest')","[169, 1773116]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'signup')","[6014, 26441, 40205, 60632, 74396, 94823, 1341720, 1386591]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'hashCode')","[104586, 105105, 105624, 106143, 106827, 107516, 108205, 108894, 109583, 110272, 110874, 111471, 112068, 112665, 113262, 113859, 114534, 115209, 115884, 116559, 117234, 117909, 118584, 119259, 121298, 123342, 125386, 127430, 129474, 131518, 133562, 135606, 137650, 139694, 141738, 143782, 145826, 147870, 149914, 151958, 154002, 156046, 158090, 160134, 162178, 164222, 166266, 168310, 170354, 172398, 174442, 176486, 178530, 180574, 182618, 184662, 186706, 188750, 189274, 189793, 190312, 190831, 191515, 192204, 192893, 193582, 194271, 194960, 195562, 196159, 196756, 197353, 197950, 198547, 199222, 199897, 200572, 201247, 201922, 202597, 203272, 203947, 205986, 208030, 210074, 212118, 214162, 216206, 218250, 220294, 222338, 224382, 226426, 228470, 230514, 232558, 234602, 236646, 238690, 240734, 242778, 244822, 246866, 248910, 250954, 252998, 255042, 257086, 259130, 261174, 263218, 265262, 267306, 269350, 271394, 273438, 273962, 274481, 275436, 276396, 277601, 278811, 280021, 281231, 282441, 283651, 284772, 285888, 287004, 288120, 289236, 290352, 291624, 292896, 294168, 295440, 296712, 297984, 299256, 300528, 303642, 306761, 309880, 312999, 316118, 319237, 322356, 325475, 328594, 331713, 334832, 337951, 341070, 344189, 347308, 350427, 353546, 356665, 359784, 362903, 366022, 369141, 372260, 375379, 378498, 381617, 384736, 387855, 390974, 394093, 397212, 400331, 403450, 406569, 407082, 407591, 408546, 409506, 410711, 411921, 413131, 414341, 415551, 416761, 417882, 418998, 420114, 421230, 422346, 423462, 424734, 426006, 427278, 428550, 429822, 431094, 432366, 433638, 436752, 439871, 442990, 446109, 449228, 452347, 455466, 458585, 461704, 464823, 467942, 471061, 474180, 477299, 480418, 483537, 486656, 489775, 492894, 496013, 499132, 502251, 505370, 508489, 511608, 514727, 517846, 520965, 524084, 527203, 530322, 533441, 536560, 539679, 541081, 542593, 544488, 546388, 548288, 550188, 552088, 553988, 555753, 557513, 559273, 561033, 562793, 564553, 566561, 568569, 570577, 572585, 574593, 576601, 578609, 580617, 585525, 590438, 595351, 600264, 605177, 610090, 615003, 619916, 624829, 629742, 634655, 639568, 644481, 649394, 654307, 659220, 664133, 669046, 673959, 678872, 683785, 688698, 693611, 698524, 703437, 708350, 713263, 718176, 723089, 728002, 732915, 737828, 742741, 744676, 746716, 749271, 751831, 754391, 756951, 759511, 761892, 764268, 766644, 769020, 771396, 773772, 776148, 778860, 781572, 784284, 786996, 789708, 792420, 795132, 797844, 804468, 811097, 817726, 824355, 830984, 837613, 844242, 850871, 857500, 864129, 870758, 877387, 884016, 890645, 897274, 903903, 910532, 917161, 923790, 930419, 937048, 943677, 950306, 956935, 963564, 970193, 976822, 983451, 990080, 996709, 1003338, 1009967, 1012440, 1015296, 1017721, 1020121, 1023126, 1026136, 1029146, 1032156, 1034957, 1037753, 1040549, 1043345, 1046537, 1049729, 1052921, 1056113, 1059305, 1062497, 1065689, 1068881, 1076675, 1084474, 1092273, 1100072, 1107871, 1115670, 1123469, 1131268, 1139067, 1146866, 1154665, 1162464, 1170263, 1178062, 1185861, 1193660, 1201459, 1209258, 1217057, 1224856, 1232655, 1240454, 1248253, 1256052, 1263851, 1271650, 1279449, 1287248, 1295047, 1302846, 1310645, 1318444, 1321613, 1324995, 1328775, 1406673, 1409633, 1412273, 1415233, 1416503, 1417463, 1418735, 1420007, 1421279, 1422551, 1423823, 1425095, 1426367, 1427639, 1430753, 1433872, 1436991, 1440110, 1443229, 1446348, 1449467, 1452586, 1455705, 1458824, 1461943, 1465062, 1468181, 1471300, 1474419, 1477538, 1480657, 1483776, 1486895, 1490014, 1493133, 1496252, 1499371, 1502490, 1505609, 1508728, 1511847, 1514966, 1518085, 1521204, 1524323, 1527442, 1528388, 1529343, 1530284, 1531524, 1532791, 1534036, 1535276, 1536543, 1537788, 1539028, 1540295, 1541540, 1542780, 1544047, 1545292, 1548328, 1551442, 1554488, 1557529, 1560643, 1563689, 1566730, 1569844, 1572890, 1575931, 1579045, 1582091, 1585132, 1588246, 1591292, 1594333, 1597447, 1600493, 1603534, 1606648, 1609694, 1612735, 1615849, 1618895, 1621936, 1625050, 1628096, 1631137, 1634251, 1637297, 1640338, 1643452, 1646498, 1649539, 1652653, 1655699, 1658740, 1661854, 1664900, 1667941, 1671055, 1674101, 1677142, 1680256, 1683302, 1686343, 1689457, 1692503, 1693767, 1695551, 1697335, 1699119, 1700903, 1705265, 1709632, 1713999, 1718366, 1722733, 1727100, 1731467, 1735834, 1740201, 1744568, 1748935, 1753302, 1757669, 1762036, 1766403, 1770770]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qagrinet-ui\\E', 'agrinet-ui')","[702, 1279, 1915, 2551, 3187, 3818, 4442, 5019, 5650, 6274, 6851, 7487, 8123, 8754, 9378, 9955, 10591, 11222, 11846, 12423, 13059, 13695, 14331, 14962, 15586, 16210, 16787, 17418, 18042, 18619, 19207, 19855, 20503, 21146, 21777, 22401, 22978, 23609, 24233, 24810, 25446, 26077, 26701, 27278, 27914, 28550, 29186, 29822, 30458, 31094, 31730, 32366, 33002, 33638, 34269, 34893, 35470, 36106, 36742, 37378, 38009, 38633, 39210, 39841, 40465, 41042, 41678, 42314, 42945, 43569, 44146, 44782, 45413, 46037, 46614, 47250, 47886, 48522, 49153, 49777, 50401, 50978, 51609, 52233, 52810, 53398, 54046, 54694, 55337, 55968, 56592, 57169, 57800, 58424, 59001, 59637, 60268, 60892, 61469, 62105, 62741, 63377, 64013, 64649, 65285, 65921, 66557, 67193, 67829, 68460, 69084, 69661, 70297, 70933, 71569, 72200, 72824, 73401, 74032, 74656, 75233, 75869, 76505, 77136, 77760, 78337, 78973, 79604, 80228, 80805, 81441, 82077, 82713, 83344, 83968, 84592, 85169, 85800, 86424, 87001, 87589, 88237, 88885, 89528, 90159, 90783, 91360, 91991, 92615, 93192, 93828, 94459, 95083, 95660, 96296, 96932, 97568, 98204, 98840, 99476, 100112, 100748, 101384, 102020, 102651, 1330045, 1331315, 1332707, 1334099, 1335491, 1336878, 1338258, 1339528, 1340915, 1342295, 1343565, 1344957, 1346349, 1347736, 1349116, 1350386, 1351778, 1353165, 1354545, 1355815, 1357207, 1358599, 1359991, 1361378, 1362758, 1364138, 1365408, 1366795, 1368175, 1369445, 1370726, 1372130, 1373534, 1374933, 1376320, 1377700, 1378970, 1380357, 1381737, 1383007, 1384399, 1385786, 1387166, 1388436, 1389828, 1391220, 1392612, 1394004, 1395396, 1396788, 1398180, 1399572, 1400964, 1402356, 1403743]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'shouldThrowExceptionWhenUserNotFound(com.banana.solutions.farming.account.UserServiceTest)')","[272, 421]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'requiresAuthentication(com.banana.solutions.farming.account.UserAuthenticationIntegrationTest)')","[129, 337]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qlogout\\E', 'j_spring_security_check')","[1771228, 1771698]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$STATICHOOK6')","[284290, 285406, 286522, 287638, 288754, 289870, 417400, 418516, 419632, 420748, 421864, 422980, 554995, 556755, 558515, 560275, 562035, 563795, 760870, 763246, 765622, 767998, 770374, 772750, 775126, 1011370, 1014034, 1033755, 1036551, 1039347, 1042143, 1320219, 1323529, 1327117]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'WebMvcConfig$FaviconController.class')","[28921, 63112, 97303, 1392032]"
"('SecurityNamespaceHandler.java', 'org.springframework.security.config.SecurityNamespaceHandler', 'matchesVersionInternal', '(?m).*spring-security-3\\.2.*.xsd.*', 'http://www.springframework.org/schema/beans http://www.springframework.org/schema/beans/spring-beans-3.2.xsd http://www.springframework.org/schema/security http://www.springframework.org/schema/security/spring-security-3.2.xsd')","[103376, 103427, 103788, 103839, 104214, 104267]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'defaultServletHandlerMapping')","[120251, 122295, 124339, 126383, 128427, 130471, 132515, 134559, 136603, 138647, 140691, 142735, 144779, 146823, 148867, 150911, 152955, 154999, 157043, 159087, 161131, 163175, 165219, 167263, 169307, 171351, 173395, 175439, 177483, 179527, 181571, 183615, 185659, 187703, 204939, 206983, 209027, 211071, 213115, 215159, 217203, 219247, 221291, 223335, 225379, 227423, 229467, 231511, 233555, 235599, 237643, 239687, 241731, 243775, 245819, 247863, 249907, 251951, 253995, 256039, 258083, 260127, 262171, 264215, 266259, 268303, 270347, 272391, 302137, 305256, 308375, 311494, 314613, 317732, 320851, 323970, 327089, 330208, 333327, 336446, 339565, 342684, 345803, 348922, 352041, 355160, 358279, 361398, 364517, 367636, 370755, 373874, 376993, 380112, 383231, 386350, 389469, 392588, 395707, 398826, 401945, 405064, 435247, 438366, 441485, 444604, 447723, 450842, 453961, 457080, 460199, 463318, 466437, 469556, 472675, 475794, 478913, 482032, 485151, 488270, 491389, 494508, 497627, 500746, 503865, 506984, 510103, 513222, 516341, 519460, 522579, 525698, 528817, 531936, 535055, 538174, 583169, 588082, 592995, 597908, 602821, 607734, 612647, 617560, 622473, 627386, 632299, 637212, 642125, 647038, 651951, 656864, 661777, 666690, 671603, 676516, 681429, 686342, 691255, 696168, 701081, 705994, 710907, 715820, 720733, 725646, 730559, 735472, 740385, 801298, 807927, 814556, 821185, 827814, 834443, 841072, 847701, 854330, 860959, 867588, 874217, 880846, 887475, 894104, 900733, 907362, 913991, 920620, 927249, 933878, 940507, 947136, 953765, 960394, 967023, 973652, 980281, 986910, 993539, 1000168, 1006797, 1072950, 1080749, 1088548, 1096347, 1104146, 1111945, 1119744, 1127543, 1135342, 1143141, 1150940, 1158739, 1166538, 1174337, 1182136, 1189935, 1197734, 1205533, 1213332, 1221131, 1228930, 1236729, 1244528, 1252327, 1260126, 1267925, 1275724, 1283523, 1291322, 1299121, 1306920, 1314719, 1429248, 1432367, 1435486, 1438605, 1441724, 1444843, 1447962, 1451081, 1454200, 1457319, 1460438, 1463557, 1466676, 1469795, 1472914, 1476033, 1479152, 1482271, 1485390, 1488509, 1491628, 1494747, 1497866, 1500985, 1504104, 1507223, 1510342, 1513461, 1516580, 1519699, 1522818, 1525937, 1546860, 1549937, 1553020, 1556061, 1559138, 1562221, 1565262, 1568339, 1571422, 1574463, 1577540, 1580623, 1583664, 1586741, 1589824, 1592865, 1595942, 1599025, 1602066, 1605143, 1608226, 1611267, 1614344, 1617427, 1620468, 1623545, 1626628, 1629669, 1632746, 1635829, 1638870, 1641947, 1645030, 1648071, 1651148, 1654231, 1657272, 1660349, 1663432, 1666473, 1669550, 1672633, 1675674, 1678751, 1681834, 1684875, 1687952, 1691035, 1703168, 1707535, 1711902, 1716269, 1720636, 1725003, 1729370, 1733737, 1738104, 1742471, 1746838, 1751205, 1755572, 1759939, 1764306, 1768673]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'addArgumentResolvers')","[120491, 122535, 124579, 126623, 128667, 130711, 132755, 134799, 136843, 138887, 140931, 142975, 145019, 147063, 149107, 151151, 153195, 155239, 157283, 159327, 161371, 163415, 165459, 167503, 169547, 171591, 173635, 175679, 177723, 179767, 181811, 183855, 185899, 187943, 205179, 207223, 209267, 211311, 213355, 215399, 217443, 219487, 221531, 223575, 225619, 227663, 229707, 231751, 233795, 235839, 237883, 239927, 241971, 244015, 246059, 248103, 250147, 252191, 254235, 256279, 258323, 260367, 262411, 264455, 266499, 268543, 270587, 272631, 302979, 306098, 309217, 312336, 315455, 318574, 321693, 324812, 327931, 331050, 334169, 337288, 340407, 343526, 346645, 349764, 352883, 356002, 359121, 362240, 365359, 368478, 371597, 374716, 377835, 380954, 384073, 387192, 390311, 393430, 396549, 399668, 402787, 405906, 436089, 439208, 442327, 445446, 448565, 451684, 454803, 457922, 461041, 464160, 467279, 470398, 473517, 476636, 479755, 482874, 485993, 489112, 492231, 495350, 498469, 501588, 504707, 507826, 510945, 514064, 517183, 520302, 523421, 526540, 529659, 532778, 535897, 539016, 584494, 589407, 594320, 599233, 604146, 609059, 613972, 618885, 623798, 628711, 633624, 638537, 643450, 648363, 653276, 658189, 663102, 668015, 672928, 677841, 682754, 687667, 692580, 697493, 702406, 707319, 712232, 717145, 722058, 726971, 731884, 736797, 741710, 803085, 809714, 816343, 822972, 829601, 836230, 842859, 849488, 856117, 862746, 869375, 876004, 882633, 889262, 895891, 902520, 909149, 915778, 922407, 929036, 935665, 942294, 948923, 955552, 962181, 968810, 975439, 982068, 988697, 995326, 1001955, 1008584, 1075052, 1082851, 1090650, 1098449, 1106248, 1114047, 1121846, 1129645, 1137444, 1145243, 1153042, 1160841, 1168640, 1176439, 1184238, 1192037, 1199836, 1207635, 1215434, 1223233, 1231032, 1238831, 1246630, 1254429, 1262228, 1270027, 1277826, 1285625, 1293424, 1301223, 1309022, 1316821, 1430090, 1433209, 1436328, 1439447, 1442566, 1445685, 1448804, 1451923, 1455042, 1458161, 1461280, 1464399, 1467518, 1470637, 1473756, 1476875, 1479994, 1483113, 1486232, 1489351, 1492470, 1495589, 1498708, 1501827, 1504946, 1508065, 1511184, 1514303, 1517422, 1520541, 1523660, 1526779, 1547681, 1550779, 1553841, 1556882, 1559980, 1563042, 1566083, 1569181, 1572243, 1575284, 1578382, 1581444, 1584485, 1587583, 1590645, 1593686, 1596784, 1599846, 1602887, 1605985, 1609047, 1612088, 1615186, 1618248, 1621289, 1624387, 1627449, 1630490, 1633588, 1636650, 1639691, 1642789, 1645851, 1648892, 1651990, 1655052, 1658093, 1661191, 1664253, 1667294, 1670392, 1673454, 1676495, 1679593, 1682655, 1685696, 1688794, 1691856, 1704346, 1708713, 1713080, 1717447, 1721814, 1726181, 1730548, 1734915, 1739282, 1743649, 1748016, 1752383, 1756750, 1761117, 1765484, 1769851]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$BIND_CALLBACKS')","[275032, 275992, 276874, 278084, 279294, 280504, 281714, 282924, 284056, 285172, 286288, 287404, 288520, 289636, 290713, 291985, 293257, 294529, 295801, 297073, 298345, 299617, 300928, 304047, 307166, 310285, 313404, 316523, 319642, 322761, 325880, 328999, 332118, 335237, 338356, 341475, 344594, 347713, 350832, 353951, 357070, 360189, 363308, 366427, 369546, 372665, 375784, 378903, 382022, 385141, 388260, 391379, 394498, 397617, 400736, 403855, 408142, 409102, 409984, 411194, 412404, 413614, 414824, 416034, 417166, 418282, 419398, 420514, 421630, 422746, 423823, 425095, 426367, 427639, 428911, 430183, 431455, 432727, 434038, 437157, 440276, 443395, 446514, 449633, 452752, 455871, 458990, 462109, 465228, 468347, 471466, 474585, 477704, 480823, 483942, 487061, 490180, 493299, 496418, 499537, 502656, 505775, 508894, 512013, 515132, 518251, 521370, 524489, 527608, 530727, 533846, 536965, 540447, 541959, 543347, 545247, 547147, 549047, 550947, 552847, 554623, 556383, 558143, 559903, 561663, 563423, 565121, 567129, 569137, 571145, 573153, 575161, 577169, 579177, 581247, 586160, 591073, 595986, 600899, 605812, 610725, 615638, 620551, 625464, 630377, 635290, 640203, 645116, 650029, 654942, 659855, 664768, 669681, 674594, 679507, 684420, 689333, 694246, 699159, 704072, 708985, 713898, 718811, 723724, 728637, 733550, 738463, 743822, 745862, 747734, 750294, 752854, 755414, 757974, 760366, 762742, 765118, 767494, 769870, 772246, 774622, 776914, 779626, 782338, 785050, 787762, 790474, 793186, 795898, 798694, 805323, 811952, 818581, 825210, 831839, 838468, 845097, 851726, 858355, 864984, 871613, 878242, 884871, 891500, 898129, 904758, 911387, 918016, 924645, 931274, 937903, 944532, 951161, 957790, 964419, 971048, 977677, 984306, 990935, 997564, 1004193, 1010842, 1013410, 1016717, 1019117, 1021319, 1024329, 1027339, 1030349, 1033161, 1035957, 1038753, 1041549, 1044246, 1047438, 1050630, 1053822, 1057014, 1060206, 1063398, 1066590, 1069881, 1077680, 1085479, 1093278, 1101077, 1108876, 1116675, 1124474, 1132273, 1140072, 1147871, 1155670, 1163469, 1171268, 1179067, 1186866, 1194665, 1202464, 1210263, 1218062, 1225861, 1233660, 1241459, 1249258, 1257057, 1264856, 1272655, 1280454, 1288253, 1296052, 1303851, 1311650, 1319529, 1322803, 1326295, 1405136, 1407808, 1410736, 1413408, 1416099, 1417059, 1417824, 1419096, 1420368, 1421640, 1422912, 1424184, 1425456, 1426728, 1428039, 1431158, 1434277, 1437396, 1440515, 1443634, 1446753, 1449872, 1452991, 1456110, 1459229, 1462348, 1465467, 1468586, 1471705, 1474824, 1477943, 1481062, 1484181, 1487300, 1490419, 1493538, 1496657, 1499776, 1502895, 1506014, 1509133, 1512252, 1515371, 1518490, 1521609, 1524728, 1527994, 1528939, 1529890, 1530636, 1531880, 1533148, 1534388, 1535632, 1536900, 1538140, 1539384, 1540652, 1541892, 1543136, 1544404, 1545682, 1548728, 1551842, 1554883, 1557929, 1561043, 1564084, 1567130, 1570244, 1573285, 1576331, 1579445, 1582486, 1585532, 1588646, 1591687, 1594733, 1597847, 1600888, 1603934, 1607048, 1610089, 1613135, 1616249, 1619290, 1622336, 1625450, 1628491, 1631537, 1634651, 1637692, 1640738, 1643852, 1646893, 1649939, 1653053, 1656094, 1659140, 1662254, 1665295, 1668341, 1671455, 1674496, 1677542, 1680656, 1683697, 1686743, 1689857, 1693203, 1694272, 1696056, 1697840, 1699624, 1701463, 1705830, 1710197, 1714564, 1718931, 1723298, 1727665, 1732032, 1736399, 1740766, 1745133, 1749500, 1753867, 1758234, 1762601, 1766968]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$STATICHOOK7')","[290752, 292024, 293296, 294568, 295840, 297112, 298384, 299656, 423862, 425134, 426406, 427678, 428950, 430222, 431494, 432766, 565183, 567191, 569199, 571207, 573215, 575223, 577231, 579239, 776998, 779710, 782422, 785134, 787846, 790558, 793270, 795982, 1044345, 1047537, 1050729, 1053921, 1057113, 1060305, 1063497, 1066689, 1417863, 1419135, 1420407, 1421679, 1422951, 1424223, 1425495, 1426767, 1530674, 1531919, 1533186, 1534426, 1535671, 1536938, 1538178, 1539423, 1540690, 1541930, 1543175, 1544442, 1694327, 1696111, 1697895, 1699679]"
"('CsrfRequestDataValueProcessor.java', 'org.springframework.security.web.servlet.support.csrf.CsrfRequestDataValueProcessor', 'processAction', '(?i)^(GET|HEAD|TRACE|OPTIONS)$', 'post')",[1772320]
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'requestMappingHandlerMapping')","[119498, 121542, 123586, 125630, 127674, 129718, 131762, 133806, 135850, 137894, 139938, 141982, 144026, 146070, 148114, 150158, 152202, 154246, 156290, 158334, 160378, 162422, 164466, 166510, 168554, 170598, 172642, 174686, 176730, 178774, 180818, 182862, 184906, 186950, 204186, 206230, 208274, 210318, 212362, 214406, 216450, 218494, 220538, 222582, 224626, 226670, 228714, 230758, 232802, 234846, 236890, 238934, 240978, 243022, 245066, 247110, 249154, 251198, 253242, 255286, 257330, 259374, 261418, 263462, 265506, 267550, 269594, 271638, 301786, 304905, 308024, 311143, 314262, 317381, 320500, 323619, 326738, 329857, 332976, 336095, 339214, 342333, 345452, 348571, 351690, 354809, 357928, 361047, 364166, 367285, 370404, 373523, 376642, 379761, 382880, 385999, 389118, 392237, 395356, 398475, 401594, 404713, 434896, 438015, 441134, 444253, 447372, 450491, 453610, 456729, 459848, 462967, 466086, 469205, 472324, 475443, 478562, 481681, 484800, 487919, 491038, 494157, 497276, 500395, 503514, 506633, 509752, 512871, 515990, 519109, 522228, 525347, 528466, 531585, 534704, 537823, 582611, 587524, 592437, 597350, 602263, 607176, 612089, 617002, 621915, 626828, 631741, 636654, 641567, 646480, 651393, 656306, 661219, 666132, 671045, 675958, 680871, 685784, 690697, 695610, 700523, 705436, 710349, 715262, 720175, 725088, 730001, 734914, 739827, 800542, 807171, 813800, 820429, 827058, 833687, 840316, 846945, 853574, 860203, 866832, 873461, 880090, 886719, 893348, 899977, 906606, 913235, 919864, 926493, 933122, 939751, 946380, 953009, 959638, 966267, 972896, 979525, 986154, 992783, 999412, 1006041, 1072059, 1079858, 1087657, 1095456, 1103255, 1111054, 1118853, 1126652, 1134451, 1142250, 1150049, 1157848, 1165647, 1173446, 1181245, 1189044, 1196843, 1204642, 1212441, 1220240, 1228039, 1235838, 1243637, 1251436, 1259235, 1267034, 1274833, 1282632, 1290431, 1298230, 1306029, 1313828, 1428897, 1432016, 1435135, 1438254, 1441373, 1444492, 1447611, 1450730, 1453849, 1456968, 1460087, 1463206, 1466325, 1469444, 1472563, 1475682, 1478801, 1481920, 1485039, 1488158, 1491277, 1494396, 1497515, 1500634, 1503753, 1506872, 1509991, 1513110, 1516229, 1519348, 1522467, 1525586, 1546518, 1549586, 1552678, 1555719, 1558787, 1561879, 1564920, 1567988, 1571080, 1574121, 1577189, 1580281, 1583322, 1586390, 1589482, 1592523, 1595591, 1598683, 1601724, 1604792, 1607884, 1610925, 1613993, 1617085, 1620126, 1623194, 1626286, 1629327, 1632395, 1635487, 1638528, 1641596, 1644688, 1647729, 1650797, 1653889, 1656930, 1659998, 1663090, 1666131, 1669199, 1672291, 1675332, 1678400, 1681492, 1684533, 1687601, 1690693, 1702673, 1707040, 1711407, 1715774, 1720141, 1724508, 1728875, 1733242, 1737609, 1741976, 1746343, 1750710, 1755077, 1759444, 1763811, 1768178]"
"('SecurityNamespaceHandler.java', 'org.springframework.security.config.SecurityNamespaceHandler', 'matchesVersionInternal', '(?m).*spring-security.xsd.*', '')","[103170, 103221, 103582, 103633, 104000, 104053]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'null')","[68, 207]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'dataSource')","[105344, 105863, 190032, 190551, 275110, 276070, 408220, 409180, 540571, 542083, 743990, 746030, 1016915, 1019315, 1416177, 1417137, 1528070, 1529017, 1529966, 1693313]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'CGLIB$configureDataSource$0')","[284095, 285211, 286327, 287443, 288559, 289675, 417205, 418321, 419437, 420553, 421669, 422785, 554685, 556445, 558205, 559965, 561725, 563485, 760450, 762826, 765202, 767578, 769954, 772330, 774706, 1010930, 1013514, 1033260, 1036056, 1038852, 1041648, 1319644, 1322924, 1326432]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'WebMvcConfig.class')","[30193, 64384, 98575, 1394816]"
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'setServletContext')","[119811, 121855, 123899, 125943, 127987, 130031, 132075, 134119, 136163, 138207, 140251, 142295, 144339, 146383, 148427, 150471, 152515, 154559, 156603, 158647, 160691, 162735, 164779, 166823, 168867, 170911, 172955, 174999, 177043, 179087, 181131, 183175, 185219, 187263, 204499, 206543, 208587, 210631, 212675, 214719, 216763, 218807, 220851, 222895, 224939, 226983, 229027, 231071, 233115, 235159, 237203, 239247, 241291, 243335, 245379, 247423, 249467, 251511, 253555, 255599, 257643, 259687, 261731, 263775, 265819, 267863, 269907, 271951, 302610, 305729, 308848, 311967, 315086, 318205, 321324, 324443, 327562, 330681, 333800, 336919, 340038, 343157, 346276, 349395, 352514, 355633, 358752, 361871, 364990, 368109, 371228, 374347, 377466, 380585, 383704, 386823, 389942, 393061, 396180, 399299, 402418, 405537, 435720, 438839, 441958, 445077, 448196, 451315, 454434, 457553, 460672, 463791, 466910, 470029, 473148, 476267, 479386, 482505, 485624, 488743, 491862, 494981, 498100, 501219, 504338, 507457, 510576, 513695, 516814, 519933, 523052, 526171, 529290, 532409, 535528, 538647, 583918, 588831, 593744, 598657, 603570, 608483, 613396, 618309, 623222, 628135, 633048, 637961, 642874, 647787, 652700, 657613, 662526, 667439, 672352, 677265, 682178, 687091, 692004, 696917, 701830, 706743, 711656, 716569, 721482, 726395, 731308, 736221, 741134, 802311, 808940, 815569, 822198, 828827, 835456, 842085, 848714, 855343, 861972, 868601, 875230, 881859, 888488, 895117, 901746, 908375, 915004, 921633, 928262, 934891, 941520, 948149, 954778, 961407, 968036, 974665, 981294, 987923, 994552, 1001181, 1007810, 1074143, 1081942, 1089741, 1097540, 1105339, 1113138, 1120937, 1128736, 1136535, 1144334, 1152133, 1159932, 1167731, 1175530, 1183329, 1191128, 1198927, 1206726, 1214525, 1222324, 1230123, 1237922, 1245721, 1253520, 1261319, 1269118, 1276917, 1284716, 1292515, 1300314, 1308113, 1315912, 1429721, 1432840, 1435959, 1439078, 1442197, 1445316, 1448435, 1451554, 1454673, 1457792, 1460911, 1464030, 1467149, 1470268, 1473387, 1476506, 1479625, 1482744, 1485863, 1488982, 1492101, 1495220, 1498339, 1501458, 1504577, 1507696, 1510815, 1513934, 1517053, 1520172, 1523291, 1526410, 1547321, 1550410, 1553481, 1556522, 1559611, 1562682, 1565723, 1568812, 1571883, 1574924, 1578013, 1581084, 1584125, 1587214, 1590285, 1593326, 1596415, 1599486, 1602527, 1605616, 1608687, 1611728, 1614817, 1617888, 1620929, 1624018, 1627089, 1630130, 1633219, 1636290, 1639331, 1642420, 1645491, 1648532, 1651621, 1654692, 1657733, 1660822, 1663893, 1666934, 1670023, 1673094, 1676135, 1679224, 1682295, 1685336, 1688425, 1691496, 1703833, 1708200, 1712567, 1716934, 1721301, 1725668, 1730035, 1734402, 1738769, 1743136, 1747503, 1751870, 1756237, 1760604, 1764971, 1769338]"
