"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', '1 0 0')",[91077]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '입력은 valid하다')","[69755, 70751, 71747]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", '총원으로 101가 입력된다')",[73325]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 2 | valid |')","[28803, 69999, 70102]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '총원으로 5가 입력된다')",[71379]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", ""시스템 출력: '총 선수 수를 다시 입력하시오'"")",[103282]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Then 시스템 출력: '2번선수 정보를 입력하시오'(Scenario: 선수정보에 오류가 있을 경우)"")","[34849, 34875, 37998]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^총원이 '(\\d+)'이고$"", ""총원이 '5'이고"")","[75455, 76818, 78181, 79544, 80907, 82270, 83633, 84996, 86359, 87722, 88879, 90242, 91605, 92968, 94331, 95694, 97057, 98419]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", ""시스템 출력: '5번선수 정보를 입력하시오'"")",[101922]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Given 총원이 '5'이고(| 1 | 1 2 3 3 | invalid |)"")","[32954, 32984, 37079, 37104, 96632, 96735]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', '총원으로 5가 입력된다')",[71241]
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'model')","[6465, 16196, 42747, 49410]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^총원이 '(\\d+)'이고$"", ""사용자 입력: '5 1 4'"")",[102291]
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isNumeric', '\\d+', '~')",[38070]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", ""사용자 입력: '1 1 2'"")","[100245, 105413]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '입력은 invalid하다')","[72743, 73739, 74735]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', ""사용자 입력: '3'"")",[103592]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^(\\d+)번 선수정보가 (.+)로 입력된다$', '1번 선수정보가 1 1 2로 입력된다')","[75547, 87814]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'test_no_error(net.oddpoet.cucumber.sample.component.InputDataReaderTest)')","[28688, 35104]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""사용자 입력: '3'"")",[103502]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", '1번 선수정보가 1 2 3 4로 입력된다')",[85226]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""사용자 입력: '5 1 4'"")",[102321]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", ""사용자 입력: '3'"")",[103532]
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', '1 1 2 3')",[38235]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', '1번 선수정보가 1 1 2로 입력된다')","[75593, 87860]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""When 사용자 입력: '3 0'(Scenario: 기본 예제)"")","[33936, 33962, 37561]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", ""시스템 출력: '1번선수 정보를 입력하시오'"")","[99995, 103802, 104674]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Given 총원이 '5'이고(| 1 | 0 1 1 | invalid |)"")","[30158, 30188, 35779, 35804, 79119, 79222]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'ResultWriter.class')","[17929, 50597]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | 1 0 | valid |')","[32469, 93855, 93958]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'When 1번 선수정보가 1 2 2 3로 입력된다(| 1 | 1 2 2 3 | valid |)')","[32809, 32839, 37029]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', ""사용자 입력: '2 1 3'"")",[100794]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | 1 2 1 2 | invalid |')","[31401, 87246, 87349]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qcucumber\\E', 'cucumber')","[1020, 1849, 2762, 3666, 4568, 5397, 6301, 7203, 8032, 8945, 9858, 10762, 11664, 12493, 13397, 14299, 15128, 16032, 16934, 17763, 18676, 19589, 20502, 21415, 22328, 23232, 24134, 39018, 39587, 40214, 40832, 41448, 42017, 42635, 43251, 43820, 44447, 45074, 45692, 46308, 46877, 47495, 48111, 48680, 49298, 49914, 50483, 51110, 51737, 52364, 52991, 53618, 54236, 54852]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", ""사용자 입력: '2 1 3'"")",[100704]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Feature: 대화형 팀매칭 시스템')",[33531]
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'hashCode')","[55322, 55880, 56438, 56996, 57545, 58089, 58633, 59177, 59721, 60265, 60809, 61353, 61906, 62464, 63022, 63580, 64129, 64682, 65231, 65775, 66328, 66877, 67556, 68310]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', '1번 선수정보가 1 3 2 4 4로 입력된다')",[98741]
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'App.class')","[24298, 54964]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '1번 선수정보가 1 1로 입력된다')",[91881]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', '그 입력 선수정보는 invalid하다')","[77600, 78963, 81689, 83052, 84415, 87141, 89661, 91024, 92387, 96476, 99201]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', '6번 선수정보가 6 0로 입력된다')",[81321]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""When 사용자 입력: '4 2 2 3'(Scenario: 기본 예제)"")","[34038, 34064, 37607]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^총원이 '(\\d+)'이고$"", '1번 선수정보가 1 2 1 2로 입력된다')",[86727]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '3번 선수정보가 3 1 8로 입력된다')",[82454]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', ""시스템 출력: '총 선수 수를 입력하시오'"")","[99545, 102862, 104224]"
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isNumeric', '\\d+', '5')","[68664, 68952, 71939, 100125, 104804]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Then 그 입력 선수정보는 valid하다(| 5 | 5 1 3 | valid |)')","[30480, 30510, 35954]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Then 시스템 출력: '1번선수 정보를 입력하시오'(Scenario: 기본 예제)"")","[33681, 33707, 37446]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '총원으로 1가 입력된다')",[74367]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^(\\d+)번 선수정보가 (.+)로 입력된다$', ""시스템 출력: '3번선수 정보를 입력하시오'"")",[100884]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""When 사용자 입력: '5 1 4'(Scenario: 기본 예제)"")","[34140, 34166, 37653]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '선수1이_2를_싫어하면_선수2_기준으로도_1은_공존할수_없는_선수다(net.oddpoet.cucumber.sample.model.InputDataTest)')","[28442, 34915]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", ""사용자 입력: 'A 1 B'"")",[104924]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Then 시스템 출력: '1번선수 정보를 입력하시오'(Scenario: 선수정보에 오류가 있을 경우)"")","[34645, 34671, 37906]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | 1 1 1 | invalid |')","[30993, 84520, 84623]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'When 1번 선수정보가 1 2 1 2로 입력된다(| 1 | 1 2 1 2 | invalid |)')","[31489, 31519, 36429]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^(\\d+)번 선수정보가 (.+)로 입력된다$', '1번 선수정보가 0 1 1로 입력된다')",[78273]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '총원으로 101가 입력된다')",[73279]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', '1번 선수정보가 1 2 2로 입력된다')",[89201]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '5번 선수정보가 5 1 3로 입력된다')",[79728]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""사용자 입력: '5'"")","[99695, 104374]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""사용자 입력: '3 0'"")",[101163]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '그 입력 선수정보는 invalid하다')","[77462, 78825, 81551, 82914, 84277, 87003, 89523, 90886, 92249, 96338, 99063]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'When 1번 선수정보가 1 0로 입력된다(| 1 | 1 0 | valid |)')","[32557, 32587, 36929]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Q1872_270\\E', '1872_270')","[610, 1434, 2347, 3256, 4158, 4982, 5891, 6793, 7617, 8530, 9443, 10352, 11254, 12078, 12987, 13889, 14713, 15622, 16524, 17348, 18261, 19174, 20087, 21000, 21913, 22822, 23724, 38738, 39302, 39929, 40552, 41168, 41732, 42355, 42971, 43535, 44162, 44789, 45412, 46028, 46592, 47215, 47831, 48395, 49018, 49634, 50198, 50825, 51452, 52079, 52706, 53333, 53956, 54572]"
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isNumeric', '\\d+', '1')","[38118, 74927]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '1번 선수정보가 1 2 2 3로 입력된다')",[94515]
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', '5 1 3')",[80379]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", ""시스템 출력: '3번선수 정보를 입력하시오'"")",[100974]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Given 총원이 '5'이고(| 1 | 1 0 0 | invalid |)"")","[32090, 32120, 36679, 36704, 91180, 91283]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', '총원으로 1가 입력된다')",[74505]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '그 입력 선수정보는 valid하다')","[76007, 80096, 85548, 88274, 93520, 94883, 97609]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", ""총원이 '5'이고"")","[75271, 76634, 77997, 79360, 80723, 82086, 83449, 84812, 86175, 87538, 88695, 90058, 91421, 92784, 94147, 95510, 96873, 98235]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '\\Qtarget\\E', 'target')","[692, 1517, 2430, 3338, 4240, 5065, 5973, 6875, 7700, 8613, 9526, 10434, 11336, 12161, 13069, 13971, 14796, 15704, 16606, 17431, 18344, 19257, 20170, 21083, 21996, 22904, 23806, 38794, 39359, 39986, 40608, 41224, 41789, 42411, 43027, 43592, 44219, 44846, 45468, 46084, 46649, 47271, 47887, 48452, 49074, 49690, 50255, 50882, 51509, 52136, 52763, 53390, 54012, 54628]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""사용자 입력: '3 0'"")",[101343]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', '5번 선수정보가 5 1 3로 입력된다')",[79682]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""총원이 '5'이고"")","[75501, 76864, 78227, 79590, 80953, 82316, 83679, 85042, 86405, 87768, 88925, 90288, 91651, 93014, 94377, 95740, 97103, 98465]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', ""총원이 '5'이고"")","[75409, 76772, 78135, 79498, 80861, 82224, 83587, 84950, 86313, 87676, 88833, 90196, 91559, 92922, 94285, 95648, 97011, 98373]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""시스템 출력: '1번선수 정보를 입력하시오'"")","[100115, 103922, 104794]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', '그 입력 선수정보는 valid하다')","[76145, 80234, 85686, 88412, 93658, 95021, 97747]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""사용자 입력: 'A 1 B'"")",[104864]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', '1번 선수정보가 1 2 1 2로 입력된다')",[86681]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^(\\d+)번 선수정보가 (.+)로 입력된다$', '총원으로 101가 입력된다')",[73187]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Then 그 입력 선수정보는 invalid하다(| 6 | 6 0 | invalid |)')","[30684, 30714, 36054]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '3번 선수정보가 3 1 8로 입력된다')",[82546]
"('PathWithLines.java', 'cucumber.runtime.PathWithLines', '<init>', '^([\\w\\W]*?):([\\d:]+)$', 'classpath:features')",[282]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", '6번 선수정보가 6 0로 입력된다')",[81137]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | 1 1 | invalid |')","[32265, 92492, 92595]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', ""시스템 출력: '4번선수 정보를 입력하시오'"")",[101493]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""사용자 입력: '3'"")",[103682]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', '입력은 invalid하다')","[72881, 73877, 74873]"
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', 'A 1 B')","[38396, 77653, 105293]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", '1번 선수정보가 1 1로 입력된다')",[91835]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 5 | valid |')","[29093, 71991, 72094]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '싫어하는_선수가_중복으로_나와서는_안된다(net.oddpoet.cucumber.sample.component.InputValidatorTest)')","[28545, 34999]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""시스템 출력: '1번선수 정보를 다시 입력하시오'"")",[105104]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | 1 2 2 3 | valid |')","[32721, 95218, 95321]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '입력은 valid하다')","[69663, 70659, 71655]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'When 3번 선수정보가 3 1 8로 입력된다(| 3 | 3 1 8 | invalid |)')","[30829, 30859, 36129]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'InputDataReaderTest.class')","[10024, 45188]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '1번 선수정보가 1 2 1 2로 입력된다')",[86635]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^(\\d+)번 선수정보가 (.+)로 입력된다$', '1번 선수정보가 1 2 3 3로 입력된다')",[95786]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', '1번 선수정보가 1 3 2 3 4로 입력된다')",[97379]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^총원으로 (.+)가 입력된다$', ""시스템 출력: '1번선수 정보를 입력하시오'"")","[100055, 103862, 104734]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '1번 선수정보가 1 0 0로 입력된다')",[90426]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', ""사용자 입력: '2 1 3'"")",[100764]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '| 1 | A 1 B | invalid |')","[29925, 77705, 77808]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Given 총원으로 101가 입력된다(| 101 | invalid |)')","[29412, 29442, 35429, 35454, 74034, 74137]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '1번 선수정보가 1 2 1 2로 입력된다')",[86543]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', ""시스템 출력: '1번선수 정보를 입력하시오'"")","[100025, 103832, 104704]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""시스템 출력: '3번선수 정보를 입력하시오'"")",[101094]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^그 입력 선수정보는 (.+)하다$', ""사용자 입력: '2 1 3'"")",[100674]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^총원이 '(\\d+)'이고$"", '1번 선수정보가 0 1 1로 입력된다')",[78549]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', ""Given 시스템 출력: '총 선수 수를 입력하시오'(Scenario: 기본 예제)"")","[33579, 33605, 37377, 37400, 102641, 102712]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Then 그 입력 선수정보는 invalid하다(| 1 | 1 0 0 | invalid |)')","[32208, 32238, 36754]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^사용자 입력: '(.+)'$"", '총원으로 2가 입력된다')",[69295]
"('ReflectionUtils.java', 'org.springframework.util.ReflectionUtils', 'isCglibRenamedMethod', 'CGLIB\\$(.+)\\$\\d+', 'notify')","[55482, 56040, 56598, 57156, 57701, 58245, 58789, 59333, 59877, 60421, 60965, 61509, 62066, 62624, 63182, 63740, 64285, 64842, 65387, 65931, 66488, 67033, 67772, 68526]"
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'InputValidator.class')","[20668, 52478]"
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', '1 2 2 2')",[38258]
"('FormatterFactory.java', 'cucumber.runtime.formatter.FormatterFactory', 'create', '([^:]+):(.*)', 'json:target/cucumber.json')",[66]
"('AntPathMatcher.java', 'org.springframework.util.AntPathMatcher$AntPathStringMatcher', 'matchStrings', '.*\\Q.class\\E', 'InputOutputFactoryBean.class')","[12659, 46991]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^입력은 (.+)하다$', '총원으로 2가 입력된다')",[69387]
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^총원이 '(\\d+)'이고$"", '1번 선수정보가 1 1 1로 입력된다')",[84001]
"('InputValidator.java', 'net.oddpoet.cucumber.sample.component.InputValidator', 'isValidPlayerInfo', '[\\d ]+', '2 1 3')","[68746, 69034, 101103]"
"('Parser.java', 'gherkin.parser.Parser$Machine', 'event', 'push\\((.+)\\)', 'examples')","[24608, 25064, 25520, 25862, 26280]"
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', '총_선수_수는_숫자이어야_한다(net.oddpoet.cucumber.sample.component.InputValidatorTest)')","[28482, 34936]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', '^팀 구성 결과를 출력한다$', ""사용자 입력: '-10'"")",[103192]
"('Description.java', 'org.junit.runner.Description', 'methodAndClassNamePatternGroupOrDefault', '(.*)\\((.*)\\)', 'Then 그 입력 선수정보는 valid하다(| 1 | 1 2 3 4 | valid |)')","[31344, 31374, 36354]"
"('JdkPatternArgumentMatcher.java', 'cucumber.runtime.JdkPatternArgumentMatcher', 'argumentsFrom', ""^시스템 출력: '(.+)'$"", ""사용자 입력: '3 0'"")",[101223]
